Label,Titre
societe,Violences sexuelles : le Planning familial lance un appel à témoignages après une accusation visant l'un de ses fondateurs
societe,"""Si elles ont réussi, alors on peut clairement réussir"" : des stages en école d'ingénieur réservés aux lycéennes"
societe,Calendrier des vacances scolaires 2025-2026 en France métropolitaine
societe,"Immigration : ""Un sujet auquel on a répondu il y a six mois"", selon le président des Jeunes avec Macron"
societe,Calendrier des vacances scolaires 2024-2025 des Outre-Mer
societe,Un procès civil contre Roman Polanski pour viol sur mineur annulé après un accord en Californie
societe,"Sciences Po Lyon annonce la mise en place d'""un dispositif d'absence pour règles incapacitantes"""
societe,Inondations en Espagne : la colère des habitants
societe,"Féminicide en Seine-et-Marne : une femme tuée à coups de couteau à son domicile, son mari hospitalisé après s'être pendu"
societe,"Projet de loi sur la fin de vie : Agnès Firmin-Le Bodo salue la prise de position de Michel Barnier et attend ""plus de précisions"" sur la reprise du travail parlementaire"
societe,"Les jeunes filles qui se sentent soutenues ont davantage confiance en l’avenir, selon une étude"
societe,"Crèches : ""L'offre doit correspondre aux besoins des familles"", explique Agnès Canayer, ministre déléguée chargée de la Famille et de la Petite Enfance"
societe,"""J'ai épuisé le cercle d'amis à qui me confier"" : à l'apéro mortel, les vivants lèvent le tabou de la mort et du deuil"
societe,"Atteintes à la laïcité à l'école : sont-elles en baisse, comme la ministre de l'Éducation nationale l'affirme ?"
societe,"La proportion de femmes tuées lors de conflits a doublé en 2023, selon un rapport de l'ONU"
societe,"Deux hommes mis en examen pour tentative de meurtre à Rennes, sur fond de trafic de drogue"
societe,Société
societe,"Transidentité : un documentaire se penche sur la délicate question de la détransition, ""une solitude"""
societe,"Fin de vie : Michel Barnier se dit ""favorable"" à reprendre l'examen du projet de loi ""là où il a été interrompu"" lors de la dissolution"
societe,Calendrier des vacances scolaires 2024-2025 en France métropolitaine
societe,Drogue
societe,"Visites dans les Ehpad, animaux de compagnie, lutte contre les maltraitances... Que contient le texte sur le ""bien-vieillir"" adopté par le Parlement ?"
societe,"Fin de vie : ""J'espère qu’on parlera surtout un jour de choix de son traitement"", avance la présidente du Centre national pour les soins palliatifs"
societe,Pyrénées-Atlantiques : enquête ouverte après un féminicide à Momy
societe,"""On lui explique que le corps des filles n'est pas un jeu"" : comment #MeToo influence les parents dans leur éducation des garçons"
societe,Fin de vie
societe,Budget 2025 : l'Assemblée et le Sénat votent en commission pour supprimer le Service national universel
societe,"Narcotrafic : ""On n'est pas encore un narco-État, mais si on laisse faire on le deviendra"", prévient le sénateur LR Étienne Blanc"
societe,"Enfant de 5 ans blessé par balles près de Rennes : une enquête ouverte pour ""tentative d'homicide en bande organisée"""
societe,Des restaurants de plage veulent ouvrir toute l’année
societe,Procès de l’assassinat de Samuel Paty : 8 personnes accusées
societe,"Fin de vie : le projet de loi déposé par Olivier Falorni est ""exactement le texte tel qu'il était au moment de la dissolution"""
societe,PMA
societe,IVG dans la Constitution : le témoignage des pionnières du droit à l'avortement
societe,Immigration : Bruno Retailleau dévoile son projet de loi
societe,"L'acteur et réalisateur Nicolas Bedos condamné à un an de prison, dont six mois avec sursis, pour des agressions sexuelles"
societe,"""Mon fils m'a dit qu'il avait peur de sortir"" : le désarroi des habitants de ce quartier de Rennes touché par les fusillades sur fond de trafic de drogue"
societe,Créer un compte
societe,"""On se sent tous en danger"" : l'inquiétude des collègues et amis de Victor Dupont, jeune doctorant français incarcéré en Tunisie"
societe,Fusillade à Poitiers : les précisions du procureur de la République
societe,"Les écoles maternelles et élémentaires ont perdu 78 000 élèves à la rentrée 2024, selon le ministère"
societe,"Plusieurs personnes arrêtées en Suisse après l'utilisation d'une ""capsule"" d'aide au suicide"
societe,Vous avez rencontré des difficultés pour accéder à une IVG ? Racontez-nous votre parcours
societe,"""Tolérance zéro sur les pratiques illégales"" chez Orpea : ""Le système tel qu'il existait avant a été stoppé"", assure Victor Castanet"
societe,Vincent Lambert
societe,Constitutionnalisation de l'IVG : deux signataires du manifeste des 343 témoignent
societe,"L'ancienne Première ministre Élisabeth Borne estime qu'une nouvelle loi immigration est ""une mauvaise idée"""
societe,"Immigration : comme de nombreux pays d'Europe, l'Allemagne durcit le ton contre les arrivées illégales"
societe,Education
societe,"Affaire Mohamed Al-Fayed : 421 personnes ont contacté les avocats des victimes de l'ex-businessman, accusé de viols et d'agressions sexuelles"
societe,Fin de vie : un homme acquitté après avoir mis fin aux souffrances de sa femme
societe,"Orpea : ""Cet accord permet d'assurer la pérennité du groupe"", après la prise de contrôle par la Caisse des dépôts, selon son directeur général"
societe,Journée internationale des droits des filles : une ONG pointe la vulnérabilité des jeunes filles dans les zones de conflits
societe,"Avortement : le nombre d'interruptions volontaires de grossesse en hausse de 3,7%"
societe,"Immigration : un tribunal italien invalide la rétention des migrants envoyés en Albanie, un camouflet pour Giorgia Meloni"
societe,"""J'ai survécu, donc j'ai décidé de vivre et d'avancer"" : le témoignage d'Alicia, 22 ans, victime d'une tentative de féminicide"
societe,Week-end du 11 novembre : des perturbations sur le réseau SNCF
sport,Franceinfo - Actualités en temps réel et info en direct
